Price,Close,EMA200,Upper_Buffer,Lower_Buffer,SMA200,SMA40
Ticker,^IXIC,,,,,
Date,,,,,,
2020-11-24,12036.79,10380.13,10691.54,10068.73,10031.76,11553.32
2020-11-25,12094.4,10397.19,10709.11,10085.27,10043.6,11576.49
2020-11-27,12205.85,10415.19,10727.64,10102.73,10056.07,11598.48
2020-11-30,12198.74,10432.93,10745.92,10119.95,10068.41,11626.57
2020-12-01,12355.11,10452.06,10765.62,10138.5,10081.52,11652.14
2020-12-02,12349.37,10470.94,10785.07,10156.81,10094.18,11682.01
2020-12-03,12377.18,10489.91,10804.6,10175.21,10107.32,11707.32
2020-12-04,12464.23,10509.55,10824.84,10194.26,10121.75,11733.4
2020-12-07,12519.95,10529.55,10845.44,10213.67,10138.25,11756.9
2020-12-08,12582.77,10549.98,10866.48,10233.48,10156.33,11774.56
2020-12-09,12338.95,10567.79,10884.82,10250.75,10173.12,11786.44
2020-12-10,12405.81,10586.07,10903.66,10268.49,10192.32,11802.37
2020-12-11,12377.87,10603.9,10922.02,10285.79,10211.37,11818.97
2020-12-14,12440.04,10622.17,10940.84,10303.51,10228.81,11838.18
2020-12-15,12595.06,10641.8,10961.06,10322.55,10248.37,11866.08
2020-12-16,12658.19,10661.87,10981.72,10342.01,10266.57,11894.63
2020-12-17,12764.75,10682.79,11003.28,10362.31,10286.7,11926.63
2020-12-18,12755.64,10703.42,11024.52,10382.31,10307.6,11957.87
2020-12-21,12742.52,10723.71,11045.42,10402.0,10331.56,11987.73
2020-12-22,12807.92,10744.44,11066.78,10422.11,10353.88,12023.95
2020-12-23,12771.11,10764.61,11087.55,10441.67,10377.97,12057.44
2020-12-24,12804.73,10784.91,11108.46,10461.36,10405.99,12102.44
2020-12-28,12899.42,10805.95,11130.13,10481.77,10431.11,12145.29
2020-12-29,12850.22,10826.29,11151.08,10501.5,10460.84,12193.75
2020-12-30,12870.0,10846.63,11172.03,10521.23,10488.51,12241.56
2020-12-31,12888.28,10866.94,11192.95,10540.93,10518.0,12284.75
2021-01-04,12698.45,10885.17,11211.72,10558.61,10545.74,12312.45
2021-01-05,12818.96,10904.41,11231.54,10577.27,10575.44,12335.65
2021-01-06,12740.79,10922.68,11250.36,10595.0,10604.84,12356.79
2021-01-07,13067.48,10944.02,11272.34,10615.7,10633.09,12390.63
2021-01-08,13201.98,10966.49,11295.48,10637.49,10662.18,12431.83
2021-01-11,13036.43,10987.08,11316.7,10657.47,10688.37,12463.08
2021-01-12,13072.43,11007.83,11338.07,10677.6,10716.22,12497.15
2021-01-13,13128.95,11028.94,11359.81,10698.07,10743.0,12529.64
2021-01-14,13112.64,11049.67,11381.16,10718.18,10770.06,12559.36
2021-01-15,12998.5,11069.06,11401.14,10736.99,10798.25,12586.84
2021-01-19,13197.18,11090.24,11422.95,10757.53,10826.8,12621.72
2021-01-20,13457.25,11113.79,11447.21,10780.38,10857.22,12660.54
2021-01-21,13530.91,11137.84,11471.98,10803.71,10885.31,12702.44
2021-01-22,13543.06,11161.78,11496.63,10826.92,10913.59,12744.0
2021-01-25,13635.99,11186.39,11521.99,10850.8,10941.31,12783.98
2021-01-26,13626.06,11210.67,11546.99,10874.35,10968.67,12822.27
2021-01-27,13270.6,11231.17,11568.1,10894.23,10994.07,12848.89
2021-01-28,13337.16,11252.12,11589.69,10914.56,11018.17,12877.35
2021-01-29,13070.69,11270.22,11608.32,10932.11,11041.56,12895.24
2021-02-01,13403.39,11291.44,11630.19,10952.7,11065.92,12921.59
2021-02-02,13612.78,11314.54,11653.98,10975.1,11090.73,12952.48
2021-02-03,13610.54,11337.39,11677.51,10997.26,11115.98,12981.14
2021-02-04,13777.74,11361.67,11702.52,11020.82,11143.55,13012.58
2021-02-05,13856.3,11386.49,11728.09,11044.9,11170.36,13044.42
2021-02-08,13987.64,11412.37,11754.74,11070.0,11197.82,13085.64
2021-02-09,14007.7,11438.2,11781.34,11095.05,11224.69,13125.68
2021-02-10,13972.53,11463.41,11807.32,11119.51,11250.9,13165.55
2021-02-11,14025.77,11488.91,11833.58,11144.24,11277.99,13205.19
2021-02-12,14095.47,11514.85,11860.29,11169.4,11303.89,13242.7
2021-02-16,14047.5,11540.05,11886.25,11193.85,11329.68,13277.44
2021-02-17,13965.49,11564.18,11911.11,11217.26,11356.48,13307.45
2021-02-18,13865.36,11587.08,11934.69,11239.47,11382.26,13335.2
2021-02-19,13874.46,11609.84,11958.13,11261.54,11407.58,13363.5
2021-02-22,13533.05,11628.97,11977.84,11280.11,11430.98,13381.62
2021-02-23,13465.2,11647.25,11996.66,11297.83,11453.4,13398.98
2021-02-24,13597.97,11666.66,12016.66,11316.66,11475.79,13418.81
2021-02-25,13119.43,11681.11,12031.54,11330.68,11495.42,13424.31
2021-02-26,13192.35,11696.15,12047.03,11345.26,11516.37,13432.86
2021-03-01,13588.83,11714.98,12066.43,11363.53,11540.0,13450.83
2021-03-02,13358.79,11731.34,12083.28,11379.4,11562.08,13462.59
2021-03-03,12997.75,11743.94,12096.26,11391.62,11581.99,13470.08
2021-03-04,12723.47,11753.68,12106.3,11401.07,11599.44,13467.69
2021-03-05,12920.15,11765.29,12118.25,11412.33,11618.11,13472.17
2021-03-08,12609.16,11773.69,12126.9,11420.48,11634.28,13460.72
2021-03-09,13073.82,11786.62,12140.22,11433.03,11653.22,13457.51
2021-03-10,13068.83,11799.38,12153.36,11445.4,11671.94,13458.32
2021-03-11,13398.67,11815.3,12169.76,11460.84,11692.24,13466.48
2021-03-12,13319.86,11830.27,12185.18,11475.36,11711.77,13471.25
2021-03-15,13459.71,11846.48,12201.87,11491.09,11732.23,13479.93
2021-03-16,13471.57,11862.65,12218.53,11506.77,11752.14,13491.75
2021-03-17,13525.2,11879.19,12235.57,11522.82,11772.0,13499.96
2021-03-18,13116.17,11891.5,12248.25,11534.76,11789.54,13491.43
2021-03-19,13215.24,11904.67,12261.81,11547.53,11807.2,13483.54
2021-03-22,13377.54,11919.33,12276.91,11561.75,11826.01,13479.4
2021-03-23,13227.7,11932.35,12290.32,11574.38,11843.08,13469.19
2021-03-24,12961.89,11942.59,12300.87,11584.31,11858.26,13452.59
2021-03-25,12977.68,11952.89,12311.48,11594.3,11873.38,13445.26
2021-03-26,13138.73,11964.69,12323.63,11605.75,11888.98,13440.3
2021-03-29,13059.65,11975.59,12334.85,11616.32,11906.81,13440.03
2021-03-30,13045.39,11986.23,12345.82,11626.64,11924.09,13431.08
2021-03-31,13246.87,11998.77,12358.74,11638.81,11941.7,13421.93
2021-04-01,13480.11,12013.51,12373.92,11653.11,11959.62,13418.67
2021-04-05,13705.59,12030.35,12391.26,11669.44,11978.59,13416.86
2021-04-06,13698.38,12046.95,12408.36,11685.54,11997.37,13412.92
2021-04-07,13688.84,12063.28,12425.18,11701.39,12016.08,13405.45
2021-04-08,13829.31,12080.86,12443.28,11718.43,12034.95,13400.99
2021-04-09,13900.19,12098.96,12461.93,11735.99,12053.79,13399.18
2021-04-12,13850.0,12116.38,12479.87,11752.89,12073.5,13394.78
2021-04-13,13996.1,12135.09,12499.14,11771.03,12093.39,13392.3
2021-04-14,13857.84,12152.23,12516.8,11787.66,12113.89,13387.56
2021-04-15,14038.76,12171.0,12536.13,11805.87,12134.72,13389.39
2021-04-16,14052.34,12189.72,12555.41,11824.03,12154.69,13394.06
2021-04-19,13914.77,12206.88,12573.09,11840.68,12173.49,13395.07
2021-04-20,13786.27,12222.6,12589.28,11855.92,12191.38,13401.4
2021-04-21,13950.22,12239.79,12606.98,11872.6,12208.96,13413.53
2021-04-22,13818.41,12255.5,12623.16,11887.83,12226.34,13419.04
2021-04-23,14016.81,12273.02,12641.21,11904.83,12243.96,13441.47
2021-04-26,14138.78,12291.59,12660.34,11922.84,12261.91,13465.13
2021-04-27,14090.22,12309.48,12678.77,11940.2,12279.28,13477.67
2021-04-28,14051.03,12326.81,12696.62,11957.01,12297.58,13494.98
2021-04-29,14082.55,12344.28,12714.61,11973.95,12315.55,13522.1
2021-04-30,13962.68,12360.39,12731.2,11989.58,12332.61,13553.08
2021-05-03,13895.12,12375.66,12746.93,12004.39,12349.71,13577.45
2021-05-04,13633.5,12388.17,12759.82,12016.53,12365.37,13603.06
2021-05-05,13582.42,12400.06,12772.06,12028.06,12379.44,13615.77
2021-05-06,13632.84,12412.32,12784.69,12039.95,12394.2,13629.87
2021-05-07,13752.24,12425.66,12798.43,12052.89,12409.44,13638.71
2021-05-10,13401.86,12435.37,12808.43,12062.31,12424.14,13640.76
2021-05-11,13389.43,12444.86,12818.21,12071.52,12439.27,13639.01
2021-05-12,13031.68,12450.7,12824.22,12077.18,12451.75,13628.01
2021-05-13,13124.99,12457.41,12831.13,12083.69,12465.36,13618.0
2021-05-14,13429.98,12467.09,12841.1,12093.08,12479.8,13625.85
2021-05-17,13379.05,12476.16,12850.45,12101.88,12493.75,13629.94
2021-05-18,13303.64,12484.4,12858.93,12109.86,12506.54,13628.1
2021-05-19,13299.74,12492.51,12867.28,12117.73,12518.53,13629.9
2021-05-20,13535.74,12502.89,12877.98,12127.8,12531.5,13644.24
2021-05-21,13470.99,12512.52,12887.9,12137.15,12543.86,13656.58
2021-05-24,13661.17,12523.95,12899.67,12148.23,12556.63,13669.64
2021-05-25,13657.17,12535.23,12911.28,12159.17,12569.86,13684.58
2021-05-26,13738.0,12547.2,12923.61,12170.78,12583.71,13701.89
2021-05-27,13736.28,12559.03,12935.8,12182.26,12598.48,13714.13
2021-05-28,13748.74,12570.86,12947.99,12193.74,12612.16,13720.84
2021-06-01,13736.48,12582.46,12959.94,12204.99,12625.63,13721.61
2021-06-02,13756.33,12594.14,12971.97,12216.32,12639.31,13723.06
2021-06-03,13614.51,12604.3,12982.42,12226.17,12651.74,13721.2
2021-06-04,13814.49,12616.34,12994.83,12237.85,12664.76,13720.83
2021-06-07,13881.72,12628.93,13007.8,12250.06,12678.43,13720.37
2021-06-08,13924.91,12641.82,13021.08,12262.57,12691.73,13722.24
2021-06-09,13911.75,12654.46,13034.09,12274.83,12704.73,13720.14
2021-06-10,14020.33,12668.05,13048.09,12288.01,12717.93,13724.2
2021-06-11,14069.42,12681.99,13062.45,12301.53,12730.95,13724.96
2021-06-14,14174.14,12696.84,13077.75,12315.94,12743.49,13728.01
2021-06-15,14072.86,12710.53,13091.85,12329.22,12755.73,13731.96
2021-06-16,14039.68,12723.76,13105.47,12342.05,12767.45,13738.3
2021-06-17,14161.35,12738.06,13120.21,12355.92,12779.38,13743.58
2021-06-18,14030.38,12750.92,13133.45,12368.39,12789.84,13748.88
2021-06-21,14141.48,12764.76,13147.7,12381.82,12800.26,13751.99
2021-06-22,14253.27,12779.57,13162.96,12396.18,12814.24,13754.85
2021-06-23,14271.73,12794.42,13178.25,12410.58,12829.03,13759.39
2021-06-24,14369.71,12810.09,13194.39,12425.79,12846.64,13767.36
2021-06-25,14360.39,12825.52,13210.28,12440.75,12862.73,13774.3
2021-06-28,14500.51,12842.18,13227.45,12456.92,12880.64,13787.75
2021-06-29,14528.33,12858.96,13244.73,12473.19,12899.01,13803.58
2021-06-30,14503.95,12875.33,13261.59,12489.07,12916.25,13825.34
2021-07-01,14522.38,12891.72,13278.47,12504.97,12932.91,13848.84
2021-07-02,14639.33,12909.11,13296.38,12521.83,12950.85,13874.0
2021-07-06,14663.64,12926.57,13314.36,12538.77,12969.62,13896.79
2021-07-07,14665.06,12943.86,13332.18,12555.55,12988.98,13928.37
2021-07-08,14559.78,12959.94,13348.74,12571.14,13007.88,13957.63
2021-07-09,14701.92,12977.28,13366.59,12587.96,13026.58,13999.38
2021-07-12,14733.24,12994.75,13384.59,12604.91,13047.08,14039.59
2021-07-13,14677.65,13011.49,13401.84,12621.15,13067.1,14070.78
2021-07-14,14644.95,13027.75,13418.58,12636.91,13085.76,14102.43
2021-07-15,14543.13,13042.83,13434.11,12651.54,13102.89,14133.42
2021-07-16,14427.24,13056.6,13448.3,12664.9,13119.6,14161.6
2021-07-19,14274.98,13068.72,13460.79,12676.66,13135.14,14180.08
2021-07-20,14498.88,13082.95,13475.44,12690.47,13151.0,14205.78
2021-07-21,14631.95,13098.37,13491.32,12705.42,13168.78,14230.05
2021-07-22,14684.6,13114.15,13507.57,12720.73,13185.54,14255.74
2021-07-23,14836.99,13131.29,13525.23,12737.35,13203.95,14283.21
2021-07-26,14840.71,13148.3,13542.75,12753.85,13221.34,14310.82
2021-07-27,14660.58,13163.35,13558.25,12768.45,13237.53,14333.62
2021-07-28,14762.58,13179.26,13574.64,12783.88,13253.45,14359.27
2021-07-29,14778.26,13195.17,13591.03,12799.32,13267.96,14384.82
2021-07-30,14672.68,13209.87,13606.17,12813.58,13282.0,14411.27
2021-08-02,14681.07,13224.51,13621.25,12827.78,13296.56,14432.94
2021-08-03,14761.29,13239.8,13637.0,12842.61,13311.8,14454.93
2021-08-04,14780.53,13255.14,13652.79,12857.48,13327.34,14476.32
2021-08-05,14895.12,13271.45,13669.6,12873.31,13344.43,14500.9
2021-08-06,14835.76,13287.02,13685.63,12888.41,13361.02,14521.29
2021-08-09,14860.18,13302.67,13701.75,12903.59,13377.9,14541.06
2021-08-10,14788.09,13317.45,13716.98,12917.93,13394.31,14556.41
2021-08-11,14765.14,13331.86,13731.81,12931.9,13410.39,14573.71
2021-08-12,14816.26,13346.63,13747.03,12946.23,13427.68,14593.13
2021-08-13,14822.9,13361.32,13762.16,12960.48,13444.64,14609.67
2021-08-16,14793.76,13375.57,13776.84,12974.3,13463.58,14628.75
2021-08-17,14656.18,13388.31,13789.96,12986.66,13480.94,14641.62
2021-08-18,14525.91,13399.63,13801.62,12997.64,13499.01,14648.43
2021-08-19,14541.79,13411.0,13813.33,13008.67,13516.93,14655.18
2021-08-20,14714.66,13423.97,13826.69,13021.25,13534.7,14663.81
2021-08-23,14942.65,13439.08,13842.25,13035.91,13551.46,14678.37
2021-08-24,15019.8,13454.81,13858.45,13051.16,13567.1,14691.35
2021-08-25,15041.86,13470.6,13874.72,13066.48,13582.84,14704.19
2021-08-26,14945.81,13485.28,13889.84,13080.72,13599.0,14715.23
2021-08-27,15129.5,13501.64,13906.69,13096.59,13616.87,14730.41
2021-08-30,15265.89,13519.19,13924.77,13113.62,13634.27,14746.07
2021-08-31,15259.24,13536.51,13942.6,13130.41,13652.02,14760.96
2021-09-01,15309.38,13554.15,13960.77,13147.52,13669.42,14777.07
2021-09-02,15331.18,13571.83,13978.98,13164.67,13686.45,14796.36
2021-09-03,15363.52,13589.66,13997.35,13181.97,13703.78,14812.9
2021-09-07,15374.33,13607.42,14015.64,13199.19,13721.64,14828.92
2021-09-08,15286.64,13624.12,14032.85,13215.4,13738.55,14844.15
2021-09-09,15248.25,13640.28,14049.49,13231.08,13755.52,14859.23
2021-09-10,15115.49,13654.96,14064.61,13245.31,13771.69,14873.54
2021-09-13,15105.58,13669.4,14079.48,13259.32,13787.03,14890.5
2021-09-14,15037.76,13683.01,14093.5,13272.52,13801.75,14909.57
2021-09-15,15161.53,13697.72,14108.66,13286.79,13816.53,14926.13
2021-09-16,15181.92,13712.49,14123.87,13301.12,13831.44,14939.88
2021-09-17,15043.97,13725.74,14137.51,13313.97,13844.89,14948.87
2021-09-20,14713.9,13735.57,14147.64,13323.51,13856.71,14945.79
2021-09-21,14746.4,13745.63,14158.0,13333.26,13868.56,14943.43
2021-09-22,14896.85,13757.09,14169.8,13344.37,13880.72,14949.34
2021-09-23,15052.24,13769.97,14183.07,13356.87,13893.38,14956.58
2021-09-24,15047.7,13782.69,14196.17,13369.21,13905.71,14963.32
2021-09-27,14969.97,13794.5,14208.34,13380.67,13918.86,14970.75
2021-09-28,14546.68,13801.99,14216.04,13387.93,13929.57,14967.39
2021-09-29,14512.44,13809.05,14223.33,13394.78,13940.24,14961.17
2021-09-30,14448.58,13815.42,14229.88,13400.96,13950.28,14952.87
2021-10-01,14566.7,13822.89,14237.58,13408.21,13960.14,14944.66
2021-10-04,14255.48,13827.2,14242.01,13412.38,13968.13,14930.15
2021-10-05,14433.83,13833.23,14248.23,13418.24,13976.47,14919.49
2021-10-06,14501.91,13839.89,14255.08,13424.69,13985.2,14912.34
2021-10-07,14654.02,13847.99,14263.43,13432.55,13994.76,14909.56
2021-10-08,14579.54,13855.27,14270.93,13439.61,14003.62,14903.64
2021-10-11,14486.2,13861.55,14277.39,13445.7,14012.19,14895.23
2021-10-12,14465.92,13867.56,14283.59,13451.53,14020.5,14887.03
2021-10-13,14571.64,13874.56,14290.8,13458.33,14028.86,14884.92
2021-10-14,14823.43,13884.01,14300.53,13467.49,14038.73,14892.35
2021-10-15,14897.34,13894.09,14310.91,13477.27,14048.86,14901.24
2021-10-18,15021.81,13905.31,14322.47,13488.15,14059.53,14908.92
2021-10-19,15129.09,13917.49,14335.01,13499.96,14071.69,14913.58
2021-10-20,15121.68,13929.47,14347.35,13511.58,14083.2,14916.13
2021-10-21,15215.7,13942.27,14360.54,13524.0,14095.57,14920.48
2021-10-22,15090.2,13953.69,14372.3,13535.08,14105.69,14924.09
2021-10-25,15226.71,13966.36,14385.35,13547.37,14115.81,14926.52
2021-10-26,15235.71,13978.99,14398.36,13559.62,14126.81,14925.76
2021-10-27,15235.84,13991.49,14411.24,13571.75,14137.62,14925.18
2021-10-28,15448.12,14005.99,14426.17,13585.81,14149.22,14928.64
2021-10-29,15498.39,14020.84,14441.46,13600.21,14161.15,14932.83
2021-11-01,15595.92,14036.51,14457.6,13615.41,14174.14,14938.64
2021-11-02,15649.6,14052.56,14474.14,13630.98,14186.4,14945.52
2021-11-03,15811.58,14070.06,14492.16,13647.96,14198.17,14958.64
2021-11-04,15940.31,14088.67,14511.33,13666.01,14210.22,14975.94
2021-11-05,15971.59,14107.41,14530.63,13684.18,14222.36,14997.34
2021-11-08,15982.36,14126.06,14549.85,13702.28,14234.09,15019.26
2021-11-09,15886.54,14143.58,14567.89,13719.27,14245.39,15040.48
2021-11-10,15622.71,14158.3,14583.05,13733.55,14257.15,15052.01
2021-11-11,15704.28,14173.68,14598.89,13748.47,14268.99,15065.07
2021-11-12,15860.96,14190.47,14616.18,13764.76,14282.94,15085.5
2021-11-15,15853.85,14207.02,14633.23,13780.81,14295.19,15114.0
2021-11-16,15973.86,14224.6,14651.34,13797.86,14307.0,15144.68
2021-11-17,15921.57,14241.49,14668.73,13814.24,14318.55,15170.3
2021-11-18,15993.71,14258.92,14686.69,13831.15,14329.63,15193.84
2021-11-19,16057.44,14276.82,14705.12,13848.51,14340.64,15219.08
2021-11-22,15854.76,14292.52,14721.29,13863.74,14349.97,15241.2
2021-11-23,15775.14,14307.27,14736.49,13878.05,14358.81,15271.91
2021-11-24,15845.23,14322.57,14752.25,13892.9,14368.18,15305.23
2021-11-26,15491.66,14334.21,14764.23,13904.18,14375.51,15331.31
2021-11-29,15782.83,14348.62,14779.08,13918.16,14383.94,15361.71
2021-11-30,15537.69,14360.45,14791.27,13929.64,14391.39,15393.77
2021-12-01,15254.05,14369.34,14800.42,13938.26,14397.84,15414.27
2021-12-02,15381.32,14379.41,14810.8,13948.03,14405.42,15436.26
2021-12-03,15085.47,14386.44,14818.03,13954.85,14411.47,15447.04
2021-12-06,15225.15,14394.78,14826.63,13962.94,14419.93,15463.18
2021-12-07,15686.92,14407.64,14839.87,13975.41,14431.04,15493.2
2021-12-08,15786.99,14421.37,14854.01,13988.73,14441.98,15526.23
2021-12-09,15517.37,14432.27,14865.24,13999.3,14453.97,15549.87
2021-12-10,15630.6,14444.2,14877.52,14010.87,14466.17,15570.05
2021-12-13,15413.28,14453.84,14887.45,14020.22,14475.29,15582.95
2021-12-14,15237.64,14461.64,14895.49,14027.79,14484.68,15588.35
2021-12-15,15565.58,14472.62,14906.8,14038.44,14497.52,15599.26
2021-12-16,15180.43,14479.66,14914.05,14045.27,14509.81,15600.73
2021-12-17,15169.68,14486.53,14921.13,14051.93,14521.05,15599.58
2021-12-20,14980.94,14491.45,14926.19,14056.71,14532.91,15596.84
2021-12-21,15341.09,14499.9,14934.9,14064.91,14544.25,15599.7
2021-12-22,15521.89,14510.07,14945.37,14074.77,14556.51,15606.86
2021-12-23,15653.37,14521.45,14957.09,14085.81,14567.79,15617.3
2021-12-27,15871.26,14534.88,14970.93,14098.83,14580.54,15627.88
2021-12-28,15781.72,14547.29,14983.7,14110.87,14592.15,15634.96
2021-12-29,15766.22,14559.41,14996.2,14122.63,14603.63,15639.22
2021-12-30,15741.56,14571.18,15008.31,14134.04,14614.71,15641.51
2021-12-31,15644.97,14581.86,15019.32,14144.41,14627.35,15637.35
2022-01-03,15832.8,14594.31,15032.14,14156.48,14640.44,15634.66
2022-01-04,15622.72,14604.54,15042.68,14166.41,14651.67,15625.94
2022-01-05,15100.17,14609.47,15047.76,14171.19,14661.03,15603.89
2022-01-06,15080.86,14614.16,15052.59,14175.74,14671.62,15583.74
2022-01-07,14935.9,14617.37,15055.89,14178.84,14681.42,15566.57
2022-01-10,14942.83,14620.6,15059.22,14181.99,14690.44,15547.54
2022-01-11,15153.45,14625.91,15064.68,14187.13,14700.91,15529.85
2022-01-12,15188.39,14631.5,15070.45,14192.56,14711.62,15513.21
2022-01-13,14806.81,14633.25,15072.24,14194.25,14719.42,15484.04
2022-01-14,14893.75,14635.84,15074.91,14196.76,14726.49,15458.34
2022-01-18,14506.9,14634.56,15073.59,14195.52,14730.49,15421.17
2022-01-19,14340.26,14631.63,15070.58,14192.68,14733.7,15378.24
2022-01-20,14154.02,14626.88,15065.68,14188.07,14736.03,15335.72
2022-01-21,13768.92,14618.34,15056.89,14179.79,14735.73,15285.57
2022-01-24,13855.13,14610.74,15049.07,14172.42,14735.5,15235.81
2022-01-25,13539.29,14600.08,15038.09,14162.08,14733.95,15187.01
2022-01-26,13542.12,14589.56,15027.24,14151.87,14731.68,15130.99
2022-01-27,13352.78,14577.25,15014.57,14139.93,14729.15,15076.36
2022-01-28,13770.57,14569.22,15006.3,14132.15,14727.81,15039.28
2022-01-31,14239.88,14565.95,15002.92,14128.97,14728.75,15010.74
2022-02-01,14346.0,14563.76,15000.67,14126.85,14730.91,14992.26
2022-02-02,14417.55,14562.3,14999.17,14125.43,14734.06,14972.07
2022-02-03,13878.82,14555.5,14992.17,14118.84,14733.71,14926.86
2022-02-04,14098.01,14550.95,14987.48,14114.42,14735.1,14884.64
2022-02-07,14015.67,14545.62,14981.99,14109.26,14735.1,14847.1
2022-02-08,14194.45,14542.13,14978.39,14105.87,14735.38,14811.19
2022-02-09,14490.37,14541.61,14977.86,14105.37,14737.38,14788.12
2022-02-10,14185.64,14538.07,14974.21,14101.93,14738.05,14761.82
2022-02-11,13791.15,14530.64,14966.56,14094.72,14736.59,14717.46
2022-02-14,13790.92,14523.28,14958.98,14087.58,14735.74,14682.72
2022-02-15,14139.76,14519.46,14955.05,14083.88,14736.96,14656.97
2022-02-16,14124.09,14515.53,14951.0,14080.06,14739.41,14635.55
2022-02-17,13716.72,14507.58,14942.81,14072.35,14740.08,14594.94
2022-02-18,13548.07,14498.03,14932.98,14063.09,14739.66,14545.6
2022-02-22,13381.52,14486.92,14921.53,14052.32,14737.81,14488.8
